param,rf_mse_cv_results,rf_adj_r2_cv_results,rf_mse_mean,rf_mse_95_ci_lower,rf_mse_95_ci_upper,rf_adj_r2_mean,rf_adj_r2_95_ci_lower,rf_adj_r2_95_ci_upper
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1000}","[11.587903225806452, 16.087096774193547, 12.77016129032258, 13.457258064516129, 12.864516129032259]","[0.376332482551089, 0.30005360420296834, 0.2720668329442142, 0.3435272476577381, 0.37923941082461465]",13.35338709677419,11.277538198497592,15.429235995050789,0.3342439156361249,0.2756182094930784,0.39286962177917134
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1000}","[11.587903225806452, 16.087096774193547, 12.77016129032258, 13.457258064516129, 12.864516129032259]","[0.376332482551089, 0.30005360420296834, 0.2720668329442142, 0.3435272476577381, 0.37923941082461465]",13.35338709677419,11.277538198497592,15.429235995050789,0.3342439156361249,0.2756182094930784,0.39286962177917134
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 1000}","[11.637903225806452, 15.92016129032258, 12.753225806451614, 13.55483870967742, 12.923387096774194]","[0.37364145422052786, 0.30731693405708826, 0.2730322005797159, 0.33876706290113634, 0.37639866840925573]",13.357903225806453,11.383229080358554,15.332577371254352,0.33383126403354485,0.27892804286560785,0.38873448520148185
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}","[11.578225806451613, 16.076612903225808, 12.779032258064516, 13.456451612903226, 12.925]","[0.3768533267441009, 0.3005097553532271, 0.2715611641827608, 0.3435665880276275, 0.3763208398499309]",13.363064516129032,11.295525295708064,15.430603736550001,0.3337623348315294,0.275725655921945,0.3917990137411138
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}","[11.578225806451613, 16.076612903225808, 12.779032258064516, 13.456451612903226, 12.925]","[0.3768533267441009, 0.3005097553532271, 0.2715611641827608, 0.3435665880276275, 0.3763208398499309]",13.363064516129032,11.295525295708064,15.430603736550001,0.3337623348315294,0.275725655921945,0.3917990137411138
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}","[11.71532258064516, 15.98225806451613, 12.768548387096773, 13.601612903225806, 12.854032258064516]","[0.3694747006764333, 0.3046151157055558, 0.2721587727190238, 0.3364853214475587, 0.3797452964602265]",13.384354838709678,11.397456680933356,15.371252996486,0.3324958414017596,0.276849897668045,0.38814178513547415
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 1000}","[11.791129032258064, 16.229032258064517, 12.731451612903227, 13.850806451612904, 13.025806451612903]","[0.36539475449784065, 0.29387801939946534, 0.2742733875396469, 0.3243291471517741, 0.3714565548921248]",13.525645161290324,11.438397270930421,15.612893051650227,0.32586637269617036,0.2727193402098225,0.3790134051825182
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1000}","[11.738709677419354, 16.245967741935484, 12.846774193548388, 13.837903225806452, 12.980645161290322]","[0.3682159938766547, 0.2931411598490473, 0.2676996936407534, 0.3249585930700024, 0.37363575455322195]",13.529999999999998,11.429367024411604,15.63063297558839,0.32553023899793593,0.2681915537313454,0.38286892426452646
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1000}","[11.738709677419354, 16.245967741935484, 12.846774193548388, 13.837903225806452, 12.980645161290322]","[0.3682159938766547, 0.2931411598490473, 0.2676996936407534, 0.3249585930700024, 0.37363575455322195]",13.529999999999998,11.429367024411604,15.63063297558839,0.32553023899793593,0.2681915537313454,0.38286892426452646
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}","[11.71774193548387, 16.294354838709676, 12.762096774193548, 13.868548387096775, 13.039516129032258]","[0.36934448962818034, 0.291035846847853, 0.2725265318182626, 0.32346365901421015, 0.37079501213786314]",13.536451612903225,11.397453936903652,15.675449288902797,0.3254331078892739,0.2700012305097873,0.38086498526876045
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}","[11.71774193548387, 16.294354838709676, 12.762096774193548, 13.868548387096775, 13.039516129032258]","[0.36934448962818034, 0.291035846847853, 0.2725265318182626, 0.32346365901421015, 0.37079501213786314]",13.536451612903225,11.397453936903652,15.675449288902797,0.3254331078892739,0.2700012305097873,0.38086498526876045
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}","[11.696774193548388, 16.418548387096774, 12.737096774193548, 13.843548387096774, 13.131451612903225]","[0.37047298537970597, 0.285632210144788, 0.2739515983278129, 0.3246832104807774, 0.36635878425634394]",13.565483870967743,11.363150099828015,15.76781764210747,0.3242197577178857,0.26893028458181273,0.37950923085395866
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}","[11.891129032258064, 16.384677419354837, 12.786290322580646, 13.764516129032257, 13.031451612903226]","[0.3600126978367184, 0.28710592924562395, 0.27114743519611717, 0.3285385667299261, 0.37118415493448764]",13.571612903225807,11.449577213245787,15.693648593205827,0.32359775678857466,0.2691284092406421,0.37806710433650725
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}","[11.891129032258064, 16.384677419354837, 12.786290322580646, 13.764516129032257, 13.031451612903226]","[0.3600126978367184, 0.28710592924562395, 0.27114743519611717, 0.3285385667299261, 0.37118415493448764]",13.571612903225807,11.449577213245787,15.693648593205827,0.32359775678857466,0.2691284092406421,0.37806710433650725
"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}","[11.812903225806451, 16.301612903225806, 12.765322580645162, 13.878225806451614, 13.11774193548387]","[0.364222855063564, 0.2907200498976741, 0.2723426522686432, 0.32299157457553884, 0.3670203270106056]",13.57516129032258,11.470182703776956,15.680139876868203,0.3234594917632051,0.27061862998279496,0.37630035354361524
